datetime,symbol,current_price,obi,cvd,micro_price,threshold,signal_type
2026-02-20T13:30:01.085508+09:00,268A,1805.0,-0.8462,-257700,1805.1,-0.3811,ENTRY_SELL
2026-02-20T13:30:01.932425+09:00,268A,1805.0,-0.8462,-258800,1805.1,-0.5256,ENTRY_SELL
2026-02-20T13:30:07.717282+09:00,9501,701.0,-0.9024,-7599300,700.9,-0.1835,ENTRY_SELL
2026-02-20T13:30:08.528237+09:00,9501,700.9,-0.9024,-7603000,700.9,-0.3703,ENTRY_SELL
2026-02-20T13:30:09.324095+09:00,9501,700.9,-0.9024,-7606700,700.9,-0.5243,ENTRY_SELL
2026-02-20T13:30:14.535905+09:00,6378,1530.0,-0.7500,-7100,1530.4,-0.7435,ENTRY_SELL
2026-02-20T13:30:17.351330+09:00,9501,700.5,-0.8750,-7531100,700.4,-0.7962,ENTRY_SELL
2026-02-20T13:30:41.564510+09:00,3103,1231.0,0.9032,3809200,1231.0,0.8077,ENTRY_BUY
2026-02-20T13:30:43.520541+09:00,3103,1231.0,0.9833,3842200,1231.0,0.8767,ENTRY_BUY
2026-02-20T13:30:44.782658+09:00,3103,1231.0,0.9669,3853900,1231.0,0.9085,ENTRY_BUY
2026-02-20T13:30:45.950413+09:00,3103,1230.0,0.9669,3865600,1231.0,0.9361,ENTRY_BUY
